Timestamp, Message
2023/04/03 10:18:52,Application Awake - version #2023.1.18
2023/04/03 10:18:52,Primary Display    App (screen dims): 1920 x 1080 (1.777778)   "Current Resolution": 1920 x 1080   Rendering Res: 1920 x 1080   System Res: 1920 x 1080
2023/04/03 10:18:52,Activated second display.   Rendering Res: 1920 x 1080   System Res: 1920 x 1080
2023/04/03 10:18:52,Opening attract...
2023/04/03 10:18:52,Resetting timeout to 10:19:07 AM
2023/04/03 10:18:53,GameEvent raised: CloseAllWindows
2023/04/03 10:18:53,GameEvent raised: MuralPositionsLoaded
2023/04/03 10:18:53,GameEvent raised: ConfigLoaded
2023/04/03 10:18:53,Initializing from myWebCamTextureToMatHelper...
2023/04/03 10:18:53,Successfully found correct camera.
2023/04/03 10:18:53,NEW webCamTexture ID: -282
2023/04/03 10:18:53,Resetting update count...
2023/04/03 10:18:53,Setting should be playing to true...
2023/04/03 10:18:53,WebCamTextureToMatHelper: Devicename:HD Pro Webcam C920 name: width:1280 height:720 fps:60 videoRotationAngle:0 videoVerticallyMirrored:False isFrongFacing:True
2023/04/03 10:18:53,Calling OnWebCamTextureToMatHelperInitialized...
2023/04/03 10:18:53,OnWebCamTextureToMatHelperInitialized. Screen.width 1920 Screen.height 1080 Screen.orientation Portrait
2023/04/03 10:18:53,GameEvent raised: WebcamTextureToMatHelperInitialized
2023/04/03 10:18:53,Initializing debug menu...
2023/04/03 10:18:53,Resetting update count...
2023/04/03 10:18:53,GameEvent raised: WindowsRefreshed
2023/04/03 10:18:53,GameEvent raised: CloseAllWindows
2023/04/03 10:18:53,Starting app...
2023/04/03 10:18:53,GameEvent raised: Attract
2023/04/03 10:18:54,GameEvent raised: NonScanWindowIsIn
2023/04/03 10:18:54,Webcam pausing...
2023/04/03 10:18:54,Resetting update count...
2023/04/03 10:18:54,Setting should be playing to false...
2023/04/03 10:19:07,Resetting timeout to 10:19:22 AM
2023/04/03 10:19:07,Checking devices... webCamTexture is null: False; isPlaying: False; updateCount: 1; shouldBePlaying: False; saved webCamTextureID: -282; current ID: -282; lastUpdateCount: -1
2023/04/03 10:19:13,Closing attract...
2023/04/03 10:19:16,GameEvent raised: CloseAllWindows
2023/04/03 10:19:16,GameEvent raised: ScanWindow
2023/04/03 10:19:16,GameEvent raised: Start Click
