Timestamp, Message
2023/03/28 13:45:28,Resetting timeout to 1:45:43 PM
2023/03/28 13:45:28,Application Awake - version #2023.1.18
2023/03/28 13:45:28,Primary Display    App (screen dims): 1920 x 1080 (1.777778)   "Current Resolution": 1920 x 1080   Rendering Res: 1920 x 1080   System Res: 1920 x 1080
2023/03/28 13:45:28,Activated second display.   Rendering Res: 1920 x 1080   System Res: 1920 x 1080
2023/03/28 13:45:28,GameEvent raised: ConfigLoaded
2023/03/28 13:45:28,Initializing from myWebCamTextureToMatHelper...
2023/03/28 13:45:28,Successfully found correct camera.
2023/03/28 13:45:28,NEW webCamTexture ID: -136
2023/03/28 13:45:29,Resetting update count...
2023/03/28 13:45:29,Setting should be playing to true...
2023/03/28 13:45:29,WebCamTextureToMatHelper: Devicename:HD Pro Webcam C920 name: width:640 height:480 fps:60 videoRotationAngle:0 videoVerticallyMirrored:False isFrongFacing:True
2023/03/28 13:45:29,Calling OnWebCamTextureToMatHelperInitialized...
2023/03/28 13:45:29,OnWebCamTextureToMatHelperInitialized. Screen.width 1920 Screen.height 1080 Screen.orientation Portrait
2023/03/28 13:45:29,GameEvent raised: WebcamTextureToMatHelperInitialized
2023/03/28 13:45:29,Resetting update count...
2023/03/28 13:45:43,Resetting timeout to 1:45:58 PM
2023/03/28 13:45:43,Checking devices... webCamTexture is null: False; isPlaying: True; updateCount: 412; shouldBePlaying: True; saved webCamTextureID: -136; current ID: -136; lastUpdateCount: -1
2023/03/28 13:45:58,Resetting timeout to 1:46:13 PM
2023/03/28 13:45:58,Checking devices... webCamTexture is null: False; isPlaying: True; updateCount: 850; shouldBePlaying: True; saved webCamTextureID: -136; current ID: -136; lastUpdateCount: 412
2023/03/28 13:46:06,Re-initializing HD Pro Webcam C920...
2023/03/28 13:46:06,Initializing from myWebCamTextureToMatHelper...
2023/03/28 13:46:06,Releasing resources...
2023/03/28 13:46:06,OnWebCamTextureToMatHelperDisposed
2023/03/28 13:46:06,Successfully found correct camera.
2023/03/28 13:46:06,NEW webCamTexture ID: -140
2023/03/28 13:46:07,Resetting update count...
2023/03/28 13:46:07,Setting should be playing to true...
2023/03/28 13:46:07,WebCamTextureToMatHelper: Devicename:HD Pro Webcam C920 name: width:640 height:480 fps:60 videoRotationAngle:0 videoVerticallyMirrored:False isFrongFacing:True
2023/03/28 13:46:07,Calling OnWebCamTextureToMatHelperInitialized...
2023/03/28 13:46:07,OnWebCamTextureToMatHelperInitialized. Screen.width 1920 Screen.height 1080 Screen.orientation Portrait
2023/03/28 13:46:07,GameEvent raised: WebcamTextureToMatHelperInitialized
2023/03/28 13:46:07,Resetting update count...
2023/03/28 13:46:13,Resetting timeout to 1:46:28 PM
2023/03/28 13:46:13,Checking devices... webCamTexture is null: False; isPlaying: True; updateCount: 172; shouldBePlaying: True; saved webCamTextureID: -140; current ID: -140; lastUpdateCount: -1
2023/03/28 13:46:28,Resetting timeout to 1:46:43 PM
2023/03/28 13:46:28,Checking devices... webCamTexture is null: False; isPlaying: True; updateCount: 622; shouldBePlaying: True; saved webCamTextureID: -140; current ID: -140; lastUpdateCount: 172
2023/03/28 13:46:43,Resetting timeout to 1:46:58 PM
2023/03/28 13:46:43,Checking devices... webCamTexture is null: False; isPlaying: True; updateCount: 1072; shouldBePlaying: True; saved webCamTextureID: -140; current ID: -140; lastUpdateCount: 622
2023/03/28 13:46:58,Resetting timeout to 1:47:13 PM
2023/03/28 13:46:58,Checking devices... webCamTexture is null: False; isPlaying: True; updateCount: 1515; shouldBePlaying: True; saved webCamTextureID: -140; current ID: -140; lastUpdateCount: 1072
2023/03/28 13:46:59,Refined scan thread successfully created and executed in 404.7086 milliseconds.
2023/03/28 13:46:59,GameEvent raised: NewPreview
2023/03/28 13:46:59,Refined scan successfully copied to preview mats in 1.999 milliseconds.
2023/03/28 13:47:01,Refined scan thread successfully created and executed in 339.0152 milliseconds.
2023/03/28 13:47:01,GameEvent raised: NewPreview
2023/03/28 13:47:01,Refined scan successfully copied to preview mats in 1.0008 milliseconds.
2023/03/28 13:47:02,Refined scan thread successfully created and executed in 336.2144 milliseconds.
2023/03/28 13:47:02,GameEvent raised: NewPreview
2023/03/28 13:47:02,Refined scan successfully copied to preview mats in 2.0006 milliseconds.
2023/03/28 13:47:03,Refined scan thread successfully created and executed in 314.2102 milliseconds.
2023/03/28 13:47:03,GameEvent raised: NewPreview
2023/03/28 13:47:03,Refined scan successfully copied to preview mats in 1.5075 milliseconds.
2023/03/28 13:47:03,Refined scan thread successfully created and executed in 345.7988 milliseconds.
2023/03/28 13:47:03,GameEvent raised: NewPreview
2023/03/28 13:47:03,Refined scan successfully copied to preview mats in 1.0462 milliseconds.
2023/03/28 13:47:04,Refined scan thread successfully created and executed in 321.5717 milliseconds.
2023/03/28 13:47:04,GameEvent raised: NewPreview
2023/03/28 13:47:04,Refined scan successfully copied to preview mats in 0 milliseconds.
2023/03/28 13:47:05,Refined scan thread successfully created and executed in 314.9355 milliseconds.
2023/03/28 13:47:05,GameEvent raised: NewPreview
2023/03/28 13:47:05,Refined scan successfully copied to preview mats in 1.9987 milliseconds.
2023/03/28 13:47:05,Refined scan thread successfully created and executed in 328.2278 milliseconds.
2023/03/28 13:47:05,GameEvent raised: NewPreview
2023/03/28 13:47:05,Refined scan successfully copied to preview mats in 1.001 milliseconds.
2023/03/28 13:47:06,Refined scan thread successfully created and executed in 316.6254 milliseconds.
2023/03/28 13:47:06,GameEvent raised: NewPreview
2023/03/28 13:47:06,Refined scan successfully copied to preview mats in 1.1785 milliseconds.
2023/03/28 13:47:07,Refined scan thread successfully created and executed in 321.6632 milliseconds.
2023/03/28 13:47:07,GameEvent raised: NewPreview
2023/03/28 13:47:07,Refined scan successfully copied to preview mats in 1.9991 milliseconds.
2023/03/28 13:47:08,Refined scan thread successfully created and executed in 345.7055 milliseconds.
2023/03/28 13:47:08,GameEvent raised: NewPreview
2023/03/28 13:47:08,Refined scan successfully copied to preview mats in 1.5158 milliseconds.
2023/03/28 13:47:08,Refined scan thread successfully created and executed in 344.8611 milliseconds.
2023/03/28 13:47:08,GameEvent raised: NewPreview
2023/03/28 13:47:08,Refined scan successfully copied to preview mats in 1.9908 milliseconds.
2023/03/28 13:47:09,Refined scan thread successfully created and executed in 326.7909 milliseconds.
2023/03/28 13:47:09,GameEvent raised: NewPreview
2023/03/28 13:47:09,Refined scan successfully copied to preview mats in 2.0033 milliseconds.
2023/03/28 13:47:10,Refined scan thread successfully created and executed in 317.5924 milliseconds.
2023/03/28 13:47:10,GameEvent raised: NewPreview
2023/03/28 13:47:10,Refined scan successfully copied to preview mats in 1.9997 milliseconds.
2023/03/28 13:47:10,Refined scan thread successfully created and executed in 309.6665 milliseconds.
2023/03/28 13:47:10,GameEvent raised: NewPreview
2023/03/28 13:47:10,Refined scan successfully copied to preview mats in 1.9961 milliseconds.
2023/03/28 13:47:11,Refined scan thread successfully created and executed in 326.3633 milliseconds.
2023/03/28 13:47:11,GameEvent raised: NewPreview
2023/03/28 13:47:11,Refined scan successfully copied to preview mats in 0.9997 milliseconds.
2023/03/28 13:47:12,Refined scan thread successfully created and executed in 329.0822 milliseconds.
2023/03/28 13:47:12,GameEvent raised: NewPreview
2023/03/28 13:47:12,Refined scan successfully copied to preview mats in 2.0038 milliseconds.
2023/03/28 13:47:12,Refined scan thread successfully created and executed in 339.6956 milliseconds.
2023/03/28 13:47:12,GameEvent raised: NewPreview
2023/03/28 13:47:12,Refined scan successfully copied to preview mats in 1.0064 milliseconds.
2023/03/28 13:47:13,Resetting timeout to 1:47:28 PM
2023/03/28 13:47:13,Checking devices... webCamTexture is null: False; isPlaying: True; updateCount: 1965; shouldBePlaying: True; saved webCamTextureID: -140; current ID: -140; lastUpdateCount: 1515
2023/03/28 13:47:13,Refined scan thread successfully created and executed in 361.6963 milliseconds.
2023/03/28 13:47:13,GameEvent raised: NewPreview
2023/03/28 13:47:13,Refined scan successfully copied to preview mats in 2.0027 milliseconds.
2023/03/28 13:47:14,Refined scan thread successfully created and executed in 357.0601 milliseconds.
